latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.8383126,112.020454,70.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2018-07-01,26.1,0.00,72
2018-07-02,25.5,0.00,76
2018-07-03,25.6,0.10,75
2018-07-04,26.2,1.30,74
2018-07-05,25.4,0.00,68
2018-07-06,25.0,0.00,68
2018-07-07,25.5,0.00,69
2018-07-08,25.4,0.00,73
2018-07-09,26.0,0.00,71
2018-07-10,25.9,0.00,67
2018-07-11,25.3,0.00,68
2018-07-12,25.5,0.00,71
2018-07-13,25.7,0.00,69
2018-07-14,25.2,0.10,69
2018-07-15,24.9,0.00,65
2018-07-16,24.8,0.00,68
2018-07-17,25.2,0.00,72
2018-07-18,25.8,0.00,73
2018-07-19,26.0,0.00,72
2018-07-20,26.2,0.00,74
2018-07-21,26.2,0.10,75
2018-07-22,26.6,0.00,74
2018-07-23,26.6,0.00,74
2018-07-24,26.1,0.00,71
2018-07-25,24.5,0.00,72
2018-07-26,24.3,0.00,72
2018-07-27,25.0,0.00,73
2018-07-28,25.3,0.00,73
2018-07-29,25.4,0.00,70
2018-07-30,25.9,0.00,71
2018-07-31,26.2,0.20,73
2018-08-01,25.8,0.00,73
2018-08-02,25.0,0.00,67
2018-08-03,24.0,0.30,65
2018-08-04,24.2,0.00,67
2018-08-05,24.1,0.20,66
2018-08-06,24.4,0.00,62
2018-08-07,25.0,0.00,70
2018-08-08,25.7,0.00,73
2018-08-09,26.2,0.00,74
2018-08-10,26.1,0.00,72
2018-08-11,25.8,0.00,71
2018-08-12,26.2,0.00,69
2018-08-13,26.5,0.30,70
2018-08-14,26.3,0.00,72
2018-08-15,25.6,0.00,68
2018-08-16,25.1,0.00,66
2018-08-17,24.7,0.00,68
2018-08-18,25.2,0.00,71
2018-08-19,25.8,0.00,72
2018-08-20,26.3,0.00,71
2018-08-21,26.0,0.30,73
2018-08-22,26.0,0.00,71
2018-08-23,26.0,0.00,69
2018-08-24,25.9,0.00,66
2018-08-25,25.2,0.00,66
2018-08-26,25.6,0.00,69
