latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-8.119508,112.17279,173.0,25200,Asia/Jakarta,GMT+7

time,temperature_2m_mean (°C),precipitation_sum (mm),relative_humidity_2m_mean (%)
2018-07-01,23.7,0.00,81
2018-07-02,23.4,0.10,85
2018-07-03,23.4,0.00,86
2018-07-04,24.2,1.20,83
2018-07-05,23.2,0.00,77
2018-07-06,22.8,0.00,77
2018-07-07,23.6,0.00,77
2018-07-08,23.6,0.10,80
2018-07-09,24.1,0.00,80
2018-07-10,23.7,0.00,76
2018-07-11,23.1,0.80,78
2018-07-12,23.3,1.20,81
2018-07-13,23.8,0.00,77
2018-07-14,23.5,0.10,75
2018-07-15,23.2,0.00,71
2018-07-16,23.0,0.00,76
2018-07-17,23.8,0.00,78
2018-07-18,24.2,0.10,79
2018-07-19,24.4,0.00,77
2018-07-20,24.2,0.00,82
2018-07-21,24.9,0.40,80
2018-07-22,25.0,0.20,82
2018-07-23,24.8,1.70,81
2018-07-24,24.3,0.00,77
2018-07-25,22.9,0.00,76
2018-07-26,22.5,0.00,78
2018-07-27,23.1,0.40,80
2018-07-28,23.6,2.50,81
2018-07-29,23.8,0.00,78
2018-07-30,24.0,0.00,79
2018-07-31,24.4,2.20,80
2018-08-01,24.0,1.30,81
2018-08-02,23.4,0.10,73
2018-08-03,22.1,1.30,73
2018-08-04,22.4,1.00,75
2018-08-05,22.2,2.40,74
2018-08-06,22.5,0.00,70
2018-08-07,23.6,0.00,76
2018-08-08,24.6,0.00,77
2018-08-09,24.7,0.10,81
2018-08-10,24.4,0.60,80
2018-08-11,24.1,1.30,78
2018-08-12,24.5,0.10,75
2018-08-13,24.9,0.10,74
2018-08-14,24.6,0.20,78
2018-08-15,23.8,0.00,77
2018-08-16,23.0,0.00,74
2018-08-17,22.5,0.00,76
2018-08-18,23.6,0.00,77
2018-08-19,24.1,0.00,78
2018-08-20,24.3,0.20,79
2018-08-21,24.6,2.50,79
2018-08-22,24.6,0.00,78
2018-08-23,24.5,0.10,77
2018-08-24,24.4,0.00,72
2018-08-25,23.0,0.00,74
2018-08-26,24.1,0.00,75
2018-08-27,24.5,0.00,78
2018-08-28,24.6,1.30,80
2018-08-29,23.8,0.60,80
2018-08-30,24.2,1.90,79
2018-08-31,24.3,2.10,80
2018-09-01,23.5,2.40,86
2018-09-02,24.6,0.80,78
2018-09-03,24.0,0.40,73
2018-09-04,23.4,0.00,74
2018-09-05,24.2,2.90,79
2018-09-06,24.5,1.50,79
2018-09-07,24.6,2.80,80
2018-09-08,24.9,1.10,77
2018-09-09,25.2,0.00,76
2018-09-10,25.4,1.10,78
2018-09-11,25.0,1.10,78
2018-09-12,24.2,0.80,75
2018-09-13,23.7,0.00,75
2018-09-14,24.1,0.10,71
2018-09-15,23.7,0.10,74
2018-09-16,24.1,0.20,77
2018-09-17,25.1,1.90,79
2018-09-18,25.2,1.80,80
2018-09-19,24.9,2.20,83
2018-09-20,24.9,0.20,83
2018-09-21,25.8,0.40,79
2018-09-22,25.1,0.00,78
2018-09-23,25.6,0.90,76
2018-09-24,25.9,1.10,73
2018-09-25,25.8,0.40,78
2018-09-26,24.9,0.00,77
2018-09-27,24.0,0.00,75
2018-09-28,24.4,0.00,77
2018-09-29,25.1,0.10,78
2018-09-30,25.8,0.20,78
2018-10-01,26.3,0.40,75
2018-10-02,26.4,0.00,73
2018-10-03,26.6,0.00,71
2018-10-04,25.5,0.00,69
2018-10-05,25.6,0.00,75
2018-10-06,26.3,0.50,74
2018-10-07,26.6,1.00,75
2018-10-08,26.4,0.50,74
2018-10-09,25.9,0.20,77
2018-10-10,25.8,0.00,78
2018-10-11,26.4,0.00,76
2018-10-12,26.3,0.00,75
2018-10-13,25.8,0.50,78
2018-10-14,25.6,0.50,77
2018-10-15,26.1,2.40,76
2018-10-16,26.1,0.10,75
2018-10-17,25.6,0.30,77
2018-10-18,25.4,2.20,77
2018-10-19,25.3,1.00,75
2018-10-20,25.3,0.80,77
2018-10-21,25.8,0.30,76
